#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_000964.3	835740	836534	+	936120	yflN	BSU07620	NP_388643.1	264	-	hypothetical protein BSU07620
chr	NC_000964.3	836653	837744	+	938802	nosA	BSU07630	NP_388644.2	363	-	nitric oxide synthase oxygenase
chr	NC_000964.3	837735	838010	-	939684	yflL	BSU07640	NP_388645.1	91	-	acylphosphatase
chr	NC_000964.3	838077	838742	+	936119	yflK	BSU07650	NP_388646.1	221	-	hypothetical protein BSU07650
chr	NC_000964.3	838783	838920	-	939685	yflJ	BSU07660	NP_388647.1	45	-	hypothetical protein BSU07660
chr	NC_000964.3	839077	839232	-	936118	yflI	BSU07670	NP_388648.1	51	-	hypothetical protein BSU07670
chr	NC_000964.3	839339	839653	-	936129	yflH	BSU07680	NP_388649.1	104	-	hypothetical protein BSU07680
chr	NC_000964.3	839735	840484	-	936121	yflG	BSU07690	NP_388650.1	249	-	methionine aminopeptidase 2
chr	NC_000964.3	840656	842014	+	938807	nagP	BSU07700	NP_388651.1	452	-	PTS system N-acetylglucosamine-specific EIICB component
chr	NC_000964.3	842047	843996	-	939200	yflE	BSU07710	NP_388652.1	649	-	lipoteichoic acid synthase
chr	NC_000964.3	844097	844234	+	936125	yflD	BSU07720	NP_388653.1	45	-	hypothetical protein BSU07720
chr	NC_000964.3	844253	844645	+	936124	yflB	BSU07735	NP_388655.2	130	-	hypothetical protein BSU07735
chr	NC_000964.3	844770	846185	+	939686	yflA	BSU07750	NP_388656.1	471	-	transporter
chr	NC_000964.3	846182	847258	-	936135	yfkT	BSU07760	NP_388657.1	358	-	spore germination protein YfkT
chr	NC_000964.3	847282	847482	-	936123	yfkS	BSU07770	NP_388658.1	66	-	hypothetical protein BSU07770
chr	NC_000964.3	847498	848652	-	936126	yfkR	BSU07780	NP_388659.1	384	-	spore germination protein YfkR
chr	NC_000964.3	848633	850174	-	939688	yfkQ	BSU07790	NP_388660.1	513	-	membrane protein
chr	NC_000964.3	850367	851779	+	939188	treP	BSU07800	NP_388661.1	470	-	PTS system trehalose-specific EIIBC component
chr	NC_000964.3	851850	853535	+	939690	treA	BSU07810	NP_388662.1	561	-	trehalose-6-phosphate hydrolase
chr	NC_000964.3	853556	854272	+	936133	treR	BSU07820	NP_388663.1	238	-	trehalose operon transcriptional repressor
chr	NC_000964.3	854412	855077	+	939189	yfkO	BSU07830	NP_388664.1	221	-	NAD(P)H nitroreductase YfkO
chr	NC_000964.3	855114	859502	-	936131	yfkN	BSU07840	NP_388665.1	1462	-	nucleotide phosphoesterase
chr	NC_000964.3	859745	860263	+	938808	yfkM	BSU07850	NP_388666.1	172	-	general stress protein 18
chr	NC_000964.3	860303	861493	-	939689	yfkL	BSU07860	NP_388667.1	396	-	MFS transporter
chr	NC_000964.3	861586	861801	-	936130	yfkK	BSU07870	NP_388668.1	71	-	hypothetical protein BSU07870
chr	NC_000964.3	862004	862474	+	939191	yfkJ	BSU07880	NP_388669.1	156	-	low molecular weight protein-tyrosine-phosphatase YfkJ
chr	NC_000964.3	862492	862812	+	939691	yfkI	BSU07890	NP_388670.1	106	-	hypothetical protein BSU07890
chr	NC_000964.3	862836	863663	+	936134	yfkH	BSU07900	NP_388671.1	275	-	ribonuclease-like protein YfkH
chr	NC_000964.3	863862	865037	-	939190	yfkF	BSU07910	NP_388672.1	391	-	MFS transporter
chr	NC_000964.3	865205	866260	+	939693	yfkE	BSU07920	NP_388673.1	351	-	cation exchanger YfkE
chr	NC_000964.3	866331	867125	+	936138	yfkD	BSU07930	NP_388674.1	264	-	hypothetical protein BSU07930
chr	NC_000964.3	867164	868006	-	936137	yfkC	BSU07940	NP_388675.1	280	-	MscS family protein YfkC
chr	NC_000964.3	868007	869128	-	938812	yfkA	BSU07955	NP_388677.2	373	-	radical SAM protein YfkA
chr	NC_000964.3	869273	869458	+	939694	yfjT	BSU07970	NP_388678.1	61	-	hypothetical protein BSU07970
chr	NC_000964.3	869559	870350	+	936136	pdaA	BSU07980	NP_388679.1	263	-	polysaccharide deacetylase PdaA
chr	NC_000964.3	870388	871248	-	939198	yfjR	BSU07990	NP_388680.2	286	-	oxidoreductase
chr	NC_000964.3	871347	872306	-	936159	yfjQ	BSU08000	NP_388681.1	319	-	metal ion transporter YfjQ
chr	NC_000964.3	872425	873288	+	939192	yfjP	BSU08010	NP_388682.1	287	-	DNA-3-methyladenine glycosylase YfjP
chr	NC_000964.3	873402	874802	+	936146	yfjO	BSU08020	NP_388683.1	466	-	RNA methyltransferase YfjO
chr	NC_000964.3	875428	875694	+	8302973	yfzA	BSU08029	YP_003097694.1	88	-	membrane protein
chr	NC_000964.3	876426	877403	+	936154	dusC	BSU08030	NP_388684.1	325	-	tRNA-dihydrouridine synthase 2
chr	NC_000964.3	877599	878051	+	939698	yfjM	BSU08040	NP_388685.1	150	-	hypothetical protein BSU08040
chr	NC_000964.3	878081	878770	+	939202	yfjL	BSU08050	NP_388686.1	229	-	hypothetical protein BSU08050
chr	NC_000964.3	879002	880003	+	936152	acoA	BSU08060	NP_388687.1	333	-	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
chr	NC_000964.3	880007	881035	+	939697	acoB	BSU08070	NP_388688.1	342	-	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
chr	NC_000964.3	881049	882245	+	936147	acoC	BSU08080	NP_388689.1	398	-	dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system
chr	NC_000964.3	882266	883642	+	939702	acoL	BSU08090	NP_388690.1	458	-	dihydrolipoyl dehydrogenase
chr	NC_000964.3	883758	885575	+	936148	acoR	BSU08100	NP_388691.1	605	-	acetoin dehydrogenase operon transcriptional activator AcoR
chr	NC_000964.3	885629	885808	+	939208	sspH	BSU08110	NP_388692.1	59	-	small acid-soluble spore protein H
chr	NC_000964.3	885844	886173	-	939201	yfjF	BSU08120	NP_388693.1	109	-	hypothetical protein BSU08120
chr	NC_000964.3	886223	886681	-	939699	yfjE	BSU08130	NP_388694.1	152	-	hypothetical protein BSU08130
chr	NC_000964.3	886775	887332	-	936158	yfjD	BSU08140	NP_388695.1	185	-	lipoprotein
chr	NC_000964.3	887364	888131	-	939231	yfjC	BSU08150	NP_388696.1	255	-	hypothetical protein BSU08150
chr	NC_000964.3	888143	889366	-	939700	yfjB	BSU08160	NP_388697.1	407	-	hypothetical protein BSU08160
chr	NC_000964.3	889372	889686	-	936160	yfjA	BSU08170	NP_388698.1	104	-	hypothetical protein BSU08170
chr	NC_000964.3	890022	891371	+	936161	malA	BSU08180	NP_388699.1	449	-	maltose-6\'-phosphate glucosidase
chr	NC_000964.3	891436	892200	+	939205	malR	BSU08190	NP_388700.1	254	-	RpiR family transcriptional regulator
chr	NC_000964.3	892215	893798	+	939713	malP	BSU08200	NP_388701.1	527	-	PTS maltose transporter subunit IIBC
chr	NC_000964.3	893904	895625	+	936163	malQ	BSU08210	NP_388702.1	573	-	ABC transporter ATP-binding protein
chr	NC_000964.3	895619	897433	+	936167	yfiC	BSU08220	NP_388703.1	604	-	ABC transporter ATP-binding protein
chr	NC_000964.3	897588	897992	+	939204	catD	BSU08230	NP_388704.1	134	-	oxidoreductase
chr	NC_000964.3	898010	898867	+	936164	catE	BSU08240	NP_388705.2	285	-	catechol-2,3-dioxygenase
chr	NC_000964.3	898961	899905	+	939704	yfiF	BSU08250	NP_388706.1	314	-	AraC family transcriptional regulator
chr	NC_000964.3	900080	901528	+	939710	yfiG	BSU08260	NP_388707.1	482	-	metabolite transporter
chr	NC_000964.3	901555	902496	+	939706	yfiH	BSU08270	NP_388708.1	313	-	hypothetical protein BSU08270
chr	NC_000964.3	902506	903687	+	936177	yfiI	BSU08280	NP_388709.1	393	-	oxidoreductase
chr	NC_000964.3	903811	905013	+	936171	yfiJ	BSU08290	NP_388710.1	400	-	sensor histidine kinase
chr	NC_000964.3	905010	905672	+	939209	yfiK	BSU08300	NP_388711.1	220	-	transcriptional regulator
chr	NC_000964.3	905816	906751	+	936175	yfiL	BSU08310	NP_388712.2	311	-	ABC transporter ATP-binding protein
chr	NC_000964.3	906764	907954	+	939210	yfiM	BSU08320	NP_388713.1	396	-	transport permease YfiM
chr	NC_000964.3	907968	909125	+	939705	yfiN	BSU08330	NP_388714.1	385	-	transport permease YfiN
chr	NC_000964.3	909198	909746	-	936174	padR	BSU08340	NP_388715.1	182	-	negative transcription regulator PadR
chr	NC_000964.3	910019	910651	+	939715	estB	BSU08350	NP_388716.1	210	-	extracellular esterase EstB
chr	NC_000964.3	910840	911928	+	936185	yfiQ	BSU08360	NP_388717.1	362	-	membrane-bound acyltransferase YfiQ
chr	NC_000964.3	911964	912581	-	936176	yfiR	BSU08370	NP_388718.1	205	-	TetR family transcriptional regulator
chr	NC_000964.3	912547	913800	-	939219	yfiS	BSU08380	NP_388719.1	417	-	MFS transporter
chr	NC_000964.3	913924	914460	+	939711	yfiT	BSU08390	NP_388720.1	178	-	metal-dependent hydrolase YfiT
chr	NC_000964.3	914457	916013	-	936182	yfiU	BSU08400	NP_388721.1	518	-	MFS transporter
chr	NC_000964.3	916124	916606	-	939218	yfiV	BSU08410	NP_388722.1	160	-	MarR family transcriptional regulator
chr	NC_000964.3	916778	919348	+	8303094	mprF	BSU08425	YP_003097695.1	856	-	phosphatidylglycerol lysyltransferase
chr	NC_000964.3	919366	920343	-	939206	yfiY	BSU08440	NP_388725.1	325	-	siderophore-binding lipoprotein YfiY
chr	NC_000964.3	920474	921475	+	936179	yfiZ	BSU08450	NP_388726.1	333	-	siderophore transport system permease protein YfiZ
chr	NC_000964.3	921472	922503	+	939714	yfhA	BSU08460	NP_388727.1	343	-	siderophore transport system permease protein YfhA
chr	NC_000964.3	922618	923499	+	936191	yfhB	BSU08470	NP_388728.1	293	-	isomerase
chr	NC_000964.3	923587	924171	+	939221	yfhC	BSU08480	NP_388729.1	194	-	NAD(P)H nitroreductase YfhC
chr	NC_000964.3	924210	924401	-	939709	yfhD	BSU08490	NP_388730.1	63	-	hypothetical protein BSU08490
chr	NC_000964.3	924468	924578	-	936184	yfhE	BSU08500	NP_388731.1	36	-	hypothetical protein BSU08500
chr	NC_000964.3	924633	925544	-	939217	yfhF	BSU08510	NP_388732.1	303	-	epimerase family protein YfhF
chr	NC_000964.3	925633	926427	+	939727	recX	BSU08520	NP_388733.1	264	-	regulatory protein RecX
chr	NC_000964.3	926429	926743	+	936189	yfhH	BSU08530	NP_388734.1	104	-	hypothetical protein BSU08530
chr	NC_000964.3	926886	928079	+	939712	yfhI	BSU08540	NP_388735.1	397	-	MFS transporter
chr	NC_000964.3	928112	928264	-	2914224	sspK	BSU08550	YP_054573.1	50	-	small acid-soluble spore protein K
chr	NC_000964.3	928389	928658	+	936188	yfhJ	BSU08560	NP_388736.1	89	-	hypothetical protein BSU08560
chr	NC_000964.3	928803	929321	+	939215	yfhK	BSU08570	NP_388737.1	172	-	hypothetical protein BSU08570
chr	NC_000964.3	929406	929738	+	939228	yfhL	BSU08580	NP_388738.1	110	-	hypothetical protein BSU08580
chr	NC_000964.3	929725	930585	+	936187	yfhM	BSU08590	NP_388739.1	286	-	AB hydrolase superfamily protein YfhM
chr	NC_000964.3	930818	931807	+	939717	csbB	BSU08600	NP_388740.1	329	-	glycosyltransferase CsbB
chr	NC_000964.3	931879	934464	+	936195	yfhO	BSU08610	NP_388741.2	861	-	hypothetical protein BSU08610
chr	NC_000964.3	934457	935440	-	936190	yfhP	BSU08620	NP_388742.1	327	-	hypothetical protein BSU08620
chr	NC_000964.3	935656	936765	+	939222	yfhQ	BSU08630	NP_388743.1	369	-	A/G-specific adenine glycosylase YfhQ
chr	NC_000964.3	936773	936997	-	936193	yfhS	BSU08640	NP_388744.1	74	-	hypothetical protein BSU08640
chr	NC_000964.3	937079	937831	+	939223	fabL	BSU08650	NP_388745.1	250	-	enoyl
chr	NC_000964.3	937900	938154	+	939716	sspE	BSU08660	NP_388746.1	84	-	small acid-soluble spore protein gamma-type
chr	NC_000964.3	938243	938587	+	939220	ygaB	BSU08670	NP_388747.1	114	-	hypothetical protein BSU08670
chr	NC_000964.3	938731	939261	+	936192	ygaC	BSU08680	NP_388748.3	176	-	hypothetical protein BSU08680
chr	NC_000964.3	939322	941091	+	936200	ygaD	BSU08690	NP_388749.1	589	-	ABC transporter ATP-binding protein
chr	NC_000964.3	941168	942229	-	939721	ygaE	BSU08700	NP_388750.1	353	-	hypothetical protein BSU08700
chr	NC_000964.3	942449	943738	-	936194	gsaB	BSU08710	NP_388751.3	429	-	glutamate-1-semialdehyde 2,1-aminomutase
chr	NC_000964.3	943891	944364	+	2914207	ygaF	BSU08720	YP_054574.1	157	-	peroxiredoxin YgaF
chr	NC_000964.3	944487	944924	+	939227	perR	BSU08730	NP_388753.1	145	-	peroxide operon regulator
chr	NC_000964.3	944959	945312	-	2914245	ygzB	BSU08740	YP_054575.1	117	-	hypothetical protein BSU08740
chr	NC_000964.3	945520	946404	+	936198	ygxA	BSU08750	NP_388755.1	294	-	hypothetical protein BSU08750
chr	NC_000964.3	953373	954149	-	939725	spo0M	BSU08760	NP_388756.2	258	-	sporulation-control protein spo0M
chr	NC_000964.3	954291	954494	+	936205	ygzA	BSU08770	NP_388757.2	67	-	hypothetical protein BSU08770
chr	NC_000964.3	954579	954851	-	8302962	ygzC	BSU08779	YP_003097696.1	90	-	spore coat protein F
chr	NC_000964.3	954893	955585	+	939241	ygaJ	BSU08780	NP_388758.2	230	-	peptidase YgaJ
chr	NC_000964.3	955895	957667	+	939745	thiC	BSU08790	NP_388759.2	590	-	phosphomethylpyrimidine synthase
chr	NC_000964.3	957705	959060	-	939245	ygaK	BSU08800	NP_388760.2	451	-	FAD-linked oxidoreductase YgaK
chr	NC_000964.3	959290	959508	+	936207	senS	BSU08810	NP_388761.1	72	-	transcriptional regulator
chr	NC_000964.3	959535	960986	-	939240	katA	BSU08820	NP_388762.2	483	-	vegetative catalase
chr	NC_000964.3	961394	962161	+	939730	ssuB	BSU08830	NP_388763.3	255	-	aliphatic sulfonates import ATP-binding protein SsuB
chr	NC_000964.3	962179	963177	+	936215	ssuA	BSU08840	NP_388764.1	332	-	aliphatic sulfonates-binding protein
chr	NC_000964.3	963174	964004	+	936208	ssuC	BSU08850	NP_388765.1	276	-	aliphatic sulfonates transport permease protein SsuC
chr	NC_000964.3	964027	965157	+	939733	ssuD	BSU08860	NP_388766.2	376	-	alkanesulfonate monooxygenase
chr	NC_000964.3	965261	965797	+	939249	ygaN	BSU08870	NP_388767.1	178	-	hypothetical protein BSU08870
chr	NC_000964.3	965909	966178	+	936213	rpsN	BSU08880	NP_388768.1	89	-	alternate 30S ribosomal protein S14
chr	NC_000964.3	966196	966669	-	939244	ygaO	BSU08890	NP_388769.1	157	-	lipoprotein
chr	NC_000964.3	966671	966871	-	8303098	ygzD	BSU08899	YP_003097697.1	66	-	XRE family transcriptional regulator
chr	NC_000964.3	967229	967852	-	939736	yhzB	BSU08900	NP_388771.1	207	-	hypothetical protein BSU08900
chr	NC_000964.3	967935	969095	+	939243	yhbA	BSU08910	NP_388772.2	386	-	epoxyqueuosine reductase
chr	NC_000964.3	969162	970097	+	936223	yhbB	BSU08920	NP_388773.1	311	-	hypothetical protein BSU08920
chr	NC_000964.3	970135	970617	+	939735	cspR	BSU08930	NP_388774.2	160	-	tRNA (cytidine(34)-2\'-O)-methyltransferase
chr	NC_000964.3	970667	971383	+	936214	yhbD	BSU08940	NP_388775.1	238	-	hypothetical protein BSU08940
chr	NC_000964.3	971374	972087	+	939252	yhbE	BSU08950	NP_388776.1	237	-	hypothetical protein BSU08950
chr	NC_000964.3	972099	972806	+	936219	yhbF	BSU08960	NP_388777.2	235	-	hypothetical protein BSU08960
chr	NC_000964.3	973156	975051	+	939250	prkA	BSU08970	NP_388778.1	631	-	serine protein kinase PrkA
chr	NC_000964.3	975231	976409	+	936217	yhbH	BSU08980	NP_388779.1	392	-	stress response UPF0229 protein YhbH
chr	NC_000964.3	976569	977033	+	939247	yhbI	BSU08990	NP_388780.1	154	-	MarR family transcriptional regulator
chr	NC_000964.3	977069	977734	+	936216	yhbJ	BSU09000	NP_388781.1	221	-	efflux system component YhbJ
chr	NC_000964.3	977775	979373	+	936235	yhcA	BSU09010	NP_388782.1	532	-	MFS transporter
chr	NC_000964.3	979396	979926	+	939734	yhcB	BSU09020	NP_388783.1	176	-	hypothetical protein BSU09020
chr	NC_000964.3	979939	980313	+	936220	yhcC	BSU09030	NP_388784.1	124	-	hypothetical protein BSU09030
chr	NC_000964.3	980313	980468	+	939260	yhcD	BSU09040	NP_388785.1	51	-	hypothetical protein BSU09040
chr	NC_000964.3	980473	981234	+	939256	yhcE	BSU09050	NP_388786.1	253	-	hypothetical protein BSU09050
chr	NC_000964.3	981237	981602	+	936231	yhcF	BSU09060	NP_388787.1	121	-	GntR family transcriptional regulator
chr	NC_000964.3	981604	982302	+	939738	yhcG	BSU09070	NP_388788.1	232	-	spermidine/putrescine ABC transporter ATP-binding protein
chr	NC_000964.3	982319	983236	+	936229	yhcH	BSU09080	NP_388789.1	305	-	ABC transporter ATP-binding protein
chr	NC_000964.3	983229	984170	+	939251	yhcI	BSU09090	NP_388790.1	313	-	hypothetical protein BSU09090
chr	NC_000964.3	984262	984465	-	936224	cspB	BSU09100	NP_388791.1	67	-	cold shock protein CspB
chr	NC_000964.3	984901	985731	+	939261	yhcJ	BSU09110	NP_388792.2	276	-	lipoprotein
chr	NC_000964.3	985734	986813	-	936246	dgcK	BSU09120	NP_388793.1	359	-	diguanylate cyclase
chr	NC_000964.3	986986	988377	+	939257	tcyP	BSU09130	NP_388794.1	463	-	L-cystine uptake protein TcyP
chr	NC_000964.3	988417	988872	-	939279	yhcM	BSU09140	NP_388795.1	151	-	hypothetical protein BSU09140
chr	NC_000964.3	989022	989591	+	939739	yhcN	BSU09150	NP_388796.2	189	-	lipoprotein
chr	NC_000964.3	989712	990680	+	936243	yhcO	BSU09165	NP_388797.2	322	-	hypothetical protein BSU09165
chr	NC_000964.3	990612	991265	-	936236	yhcQ	BSU09180	NP_388799.1	217	-	spore coat protein F
chr	NC_000964.3	991348	995001	+	936241	yhcR	BSU09190	NP_388800.1	1217	-	endonuclease
chr	NC_000964.3	994998	995594	+	939748	yhcS	BSU09200	NP_388801.1	198	-	hypothetical protein BSU09200
chr	NC_000964.3	995624	996532	-	936253	yhcT	BSU09210	NP_388802.2	302	-	RNA pseudouridine synthase YhcT
chr	NC_000964.3	996643	997038	+	936261	yhcU	BSU09220	NP_388803.2	131	-	hypothetical protein BSU09220
chr	NC_000964.3	997175	997597	+	939740	yhcV	BSU09230	NP_388804.1	140	-	CBS domain-containing protein YhcV
chr	NC_000964.3	997724	998386	+	936244	yhcW	BSU09240	NP_388805.1	220	-	hypothetical protein BSU09240
chr	NC_000964.3	998402	999943	+	939265	yhcX	BSU09250	NP_388806.2	513	-	hydrolase
chr	NC_000964.3	1000364	1001716	+	939742	yhxA	BSU09260	NP_388807.2	450	-	aminotransferase YhxA
chr	NC_000964.3	1001744	1002322	+	936251	glpP	BSU09270	NP_388808.1	192	-	glycerol uptake operon antiterminator regulatory protein
chr	NC_000964.3	1002501	1003325	+	939266	glpF	BSU09280	NP_388809.1	274	-	glycerol uptake facilitator protein
chr	NC_000964.3	1003344	1004834	+	939741	glpK	BSU09290	NP_388810.2	496	-	glycerol kinase
chr	NC_000964.3	1004975	1006642	+	936250	glpD	BSU09300	NP_388811.2	555	-	aerobic glycerol-3-phosphate dehydrogenase
chr	NC_000964.3	1006774	1008519	+	936247	pgcA	BSU09310	NP_388812.2	581	-	phosphoglucomutase
chr	NC_000964.3	1008668	1009807	+	939760	yhcY	BSU09320	NP_388813.1	379	-	sensor histidine kinase
chr	NC_000964.3	1009804	1010448	+	939750	yhcZ	BSU09330	NP_388814.1	214	-	transcriptional regulator
chr	NC_000964.3	1010445	1010969	+	936266	yhdA	BSU09340	NP_388815.1	174	-	FMN-dependent NADPH-azoreductase
chr	NC_000964.3	1010984	1011226	-	939272	yhdB	BSU09350	NP_388816.1	80	-	hypothetical protein BSU09350
chr	NC_000964.3	1011427	1011750	+	936252	yhdC	BSU09360	NP_388817.1	107	-	hypothetical protein BSU09360
chr	NC_000964.3	1011792	1013258	-	939271	lytF	BSU09370	NP_388818.2	488	-	peptidoglycan endopeptidase LytF
chr	NC_000964.3	1013411	1013851	-	939744	nsrR	BSU09380	NP_388819.1	146	-	Rrf2 family transcriptional regulator
chr	NC_000964.3	1013958	1015616	-	936263	ygxB	BSU09390	NP_388820.1	552	-	hypothetical protein BSU09390
chr	NC_000964.3	1015647	1017053	+	939747	spoVR	BSU09400	NP_388821.1	468	-	stage V sporulation protein R
chr	NC_000964.3	1017083	1018468	-	936265	phoA	BSU09410	NP_388822.2	461	-	alkaline phosphatase
chr	NC_000964.3	1018998	1020002	+	939269	lytE	BSU09420	NP_388823.2	334	-	peptidoglycan endopeptidase LytE
chr	NC_000964.3	1020073	1020948	-	939267	citR	BSU09430	NP_388824.2	291	-	LysR family transcriptional regulator
chr	NC_000964.3	1021057	1022157	+	936270	citA	BSU09440	NP_388825.2	366	-	citrate synthase
chr	NC_000964.3	1022231	1023100	+	939749	yhdF	BSU09450	NP_388826.1	289	-	oxidoreductase
chr	NC_000964.3	1023350	1024747	+	939746	ctrA	BSU09460	NP_388827.1	465	-	amino acid permease
chr	NC_000964.3	1024865	1026220	+	936264	yhdH	BSU09470	NP_388828.1	451	-	sodium-dependent transporter YhdH
chr	NC_000964.3	1026255	1027664	-	939277	yhdI	BSU09480	NP_388829.1	469	-	GntR family transcriptional regulator
chr	NC_000964.3	1027774	1028202	+	939275	yhdJ	BSU09490	NP_388830.1	142	-	N-acetyltransferase YhdJ
chr	NC_000964.3	1028233	1028523	-	936268	yhdK	BSU09500	NP_388831.1	96	-	anti-sigma-M factor YhdK
chr	NC_000964.3	1028511	1029587	-	939753	yhdL	BSU09510	NP_388832.1	358	-	anti-sigma-M factor YhdL
chr	NC_000964.3	1029577	1030068	-	936267	sigM	BSU09520	NP_388833.1	163	-	RNA polymerase sigma factor SigM
chr	NC_000964.3	1030265	1031260	+	939270	yhdN	BSU09530	NP_388834.1	331	-	general stress protein 69
chr	NC_000964.3	1031395	1031994	+	936269	plsC	BSU09540	NP_388835.1	199	-	1-acyl-sn-glycerol-3-phosphate acyltransferase
chr	NC_000964.3	1032063	1033397	-	939280	yhdP	BSU09550	NP_388836.1	444	-	hypothetical protein BSU09550
chr	NC_000964.3	1033458	1033889	-	939283	cueR	BSU09560	NP_388837.1	143	-	MerR family transcriptional regulator
chr	NC_000964.3	1034046	1035227	+	939752	yhdR	BSU09570	NP_388838.1	393	-	aspartate aminotransferase
chr	NC_000964.3	1035554	1036939	+	936275	yhdT	BSU09590	NP_388840.1	461	-	hypothetical protein BSU09590
chr	NC_000964.3	1036953	1037309	-	939754	crcBA	BSU09600	NP_388841.1	118	-	protein CrcB homolog 1
chr	NC_000964.3	1037306	1037701	-	936272	yhdV	BSU09610	NP_388842.1	131	-	protein CrcB homolog 2
chr	NC_000964.3	1037688	1038419	-	939751	yhdW	BSU09620	NP_388843.1	243	-	glycerophosphoryl diester phosphodiesterase
chr	NC_000964.3	1038653	1038760	+	939284	yhdX	BSU09630	NP_388844.1	35	-	hypothetical protein BSU09630
chr	NC_000964.3	1038909	1040024	+	939285	yhdY	BSU09640	NP_388845.1	371	-	small mechanosensitive ion chanel protein MscS
